id;name;street_address;latitude;longitude;phone;email;website;facebook;slug;opening_hours_monday;opening_hours_tuesday;opening_hours_wednesday;opening_hours_thursday;opening_hours_friday;opening_hours_saturday;opening_hours_sunday;opening_hours_description;happy_hours_monday;happy_hours_tuesday;happy_hours_wednesday;happy_hours_thursday;happy_hours_friday;happy_hours_saturday;happy_hours_sunday;happy_hours_description;is_published;is_closed;created_at;updated_at;has_free_wifi;has_air_conditioning;has_television;has_darts;has_foosball;has_pinball;has_pool;has_terrace;has_handicap_access;city_id;postal_code;has_food;offers_description;has_dog_policy;has_board_games;has_live_music;has_dj_set;instagram;description;offers_slogan;capacity_inside;capacity_outside;is_claimed;has_offers;has_take_away;premium_hours_monday;premium_hours_tuesday;premium_hours_wednesday;premium_hours_thursday;premium_hours_friday;premium_hours_saturday;premium_hours_sunday;public_transports_updated_at;secret_key
35;Public House;14 Rue Paul Janet;48,57956332;7,76067335;33388355840;lepublichouse@gmail.com;http://thepublichouse.fr/;https://www.facebook.com/The-Public-House-622559137761190;public-house;10:00/01:30;10:00/01:30;10:00/01:30;10:00/01:30;10:00/01:30;10:00/01:30;10:00/01:30;NULL;16:00/19:00;16:00/19:00;16:00/19:00;16:00/19:00;16:00/19:00;16:00/19:00;16:00/19:00;NULL;1;0;02/09/2018 22:06;13/01/2022 15:34;1;1;1;0;0;0;0;1;0;1;67000;1;NULL;1;0;0;0;NULL;NULL;NULL;300;200;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:34;a1f977561ada94652addc719444cdb3e
36;Rock City Café;24 Rue des Poules;48,580681;7,759659;33388365476;NULL;NULL;https://www.facebook.com/pages/Rock-City-Café/168657266499199;rock-city-cafe;NULL;12:00/14:00-19:00/01:30;12:00/14:00-19:00/01:30;12:00/14:00-19:00/04:00;12:00/14:00-19:00/04:00;19:30/04:00;NULL;NULL;NULL;19:30/21:30;19:30/21:30;19:30/21:30;NULL;NULL;NULL;NULL;1;1;02/09/2018 22:06;13/01/2022 15:34;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:34;33545c1e86a8cc2dda5a38f283de9b9e
37;Snack Michel;20 Avenue de la Marseillaise;48,585077;7,756873;33388354540;NULL;;https://www.facebook.com/snackmichel;snack-michel;06:00/21:00;06:00/21:00;06:00/21:00;06:00/21:00;06:00/21:00;06:00/19:00;;NULL;15:00/18:00;15:00/18:00;15:00/18:00;15:00/18:00;15:00/18:00;15:00/18:00;15:00/18:00;NULL;1;0;02/09/2018 22:06;13/01/2022 15:34;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:34;8fe867b302e9538a11f01166394c6f61
38;The Dubliners;7 Rue du Vieux Marché aux Poissons;48,580181;7,749857;33388755527;NULL;http://www.thedubliners.fr/;https://www.facebook.com/The-Dubliners-1634136016842327;the-dubliners;12:00/01:00;12:00/01:00;12:00/01:00;12:00/01:00;12:00/01:00;12:00/01:00;14:00/01:00;NULL;17:00/19:00;17:00/19:00;17:00/19:00;17:00/19:00;17:00/19:00;NULL;17:00/19:00;NULL;1;0;02/09/2018 22:06;01/03/2022 10:53;1;1;1;0;0;0;0;1;1;1;NULL;1;NULL;1;0;1;0;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;01/03/2022 10:53;34b2c0809e44ffda4411baec5d135b10
39;Trolley Bus;14 Rue Sainte-Barbe;48,58184969;7,74542088;33388324796;NULL;NULL;https://www.facebook.com/Bar-Le-Trolley-Bus-Strasbourg-125387397538865;trolley-bus;11:00/01:30;11:00/01:30;11:00/01:30;11:00/01:30;11:00/04:00;11:00/04:00;14:00/01:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;02/09/2018 22:06;07/02/2022 10:30;1;1;1;1;0;0;0;1;0;1;NULL;1;Offres valables tous les jours, toute la journée et toute la soirée !;1;1;1;1;NULL;"Le Trolley Bus est un bar emblématique au cœur de la vie Strasbourgeoise ??.
En été, profite de leur belle terrasse sur une place spacieuse et ensoleillée. Tu y siroteras de bonnes bières fraîches (surtout des Meteor ??), de supers cocktails et de softs artisanaux ce qui est fort appréciable !  
En hiver, tu pourras passer dans leur petite salle arrière si tu cherches un peu d'intimité ou bien profiter de l'ambiance populaire à côté du bar. 
Viens rencontrer Mimo, Brian et leur superbe team au Trolley Bus !";Happy Hour tout le temps;NULL;NULL;1;1;NULL;11:00/01:30;11:00/01:30;11:00/01:30;11:00/01:30;11:00/04:00;11:00/04:00;11:00/01:30;13/01/2022 15:34;661c82de9d56b6fc29b014464b16b066
41;What The Fox;13 Rue de la Douane;48,579515;7,749384;33631648810;anna@foxbar.fr;http://www.foxbar.fr/;https://www.facebook.com/WTFoxbar;what-the-fox;15:30/01:30;15:30/01:30;15:30/01:30;15:30/04:00;15:30/04:00;15:00/04:00;15:00/01:30;NULL;17:00/20:30;17:00/20:30;17:00/20:30;17:00/20:30;17:00/20:30;17:00/20:30;17:00/20:30;NULL;1;0;02/09/2018 22:06;13/01/2022 15:34;1;1;1;0;1;0;0;1;1;1;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:34;f0a3c2bf2b6fd7b0fe58a01062291b1f
42;Xanadu;8 Place d'Austerlitz;48,577673;7,75248;33388222438;NULL;NULL;https://www.facebook.com/Café-Bar-Xanadu-163933557653;xanadu;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;17:30/20:00;17:30/20:00;17:30/20:00;17:30/20:00;17:30/20:00;17:30/20:00;NULL;NULL;1;1;02/09/2018 22:06;13/01/2022 15:34;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:34;1987512e1690375d36723ff02fb9da79
43;Sha'Com;25 Presqu'île André Malraux;48,573976;7,763894;33388359500;NULL;http://www.shacom.fr/;https://www.facebook.com/Shacom-O-resto-1413968992232651/;shacom;NULL;18:00/00:30;10:30/00:30;10:30/00:30;10:30/00:30;10:30/00:30;11:00/18:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;02/09/2018 22:06;13/01/2022 15:34;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:34;aacec635de41b7f8efc89873718a3bbd
44;Le Chat Perché;5 Place d'Austerlitz;48,578333;7,754198;33388361716;bureau.agm@gmail.com;NULL;https://www.facebook.com/le.chat.perche/;le-chat-perche;15:00/01:30;15:00/01:30;15:00/01:30;15:00/01:30;15:00/01:30;15:00/01:30;15:00/01:30;NULL;16:00/19:00;16:00/19:00;16:00/19:00;16:00/19:00;16:00/19:00;NULL;NULL;NULL;1;0;02/09/2018 22:06;24/02/2022 09:32;NULL;NULL;1;0;0;0;0;1;1;1;67000;1;NULL;NULL;NULL;NULL;NULL;https://instagram.com/barlechatperche?utm_medium=copy_link;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;24/02/2022 09:24;3ffdaa29ba33f2b3757d004917a84514
45;Au Télégraphe;59 Rue de Zurich;48,579097;7,758986;33388373102;NULL;NULL;https://www.facebook.com/Au-télégraphe-867234279990247;au-telegraphe;10:00/01:30;10:00/01:30;10:00/01:30;10:00/01:30;10:00/02:30;10:00/02:30;10:00/01:30;NULL;15:00/19:00;15:00/19:00;15:00/19:00;15:00/19:00;15:00/19:00;15:00/19:00;15:00/19:00;NULL;1;0;02/09/2018 22:06;27/01/2022 09:22;1;1;1;0;0;0;0;1;1;1;67000;1;Offres valables tous les jours à toute heure.;1;1;0;0;NULL;NULL;Happy Hour spécial tout le temps;NULL;NULL;1;0;NULL;10:00/01:30;10:00/01:30;10:00/01:30;10:00/01:30;10:00/03:30;10:00/03:30;10:00/01:30;13/01/2022 15:34;01dae93462c40d87b3200a4ed7656c9e
46;Le Chariot;18 Rue de l'Abreuvoir;48,5795042;7,7610118;33388368319;NULL;NULL;https://www.facebook.com/Bar-le-Chariot-115239728535704/;le-chariot;10:00/01:30;10:00/01:30;10:00/01:30;10:00/01:30;10:00/01:30;17:00/01:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;02/09/2018 22:06;01/03/2022 11:09;1;0;0;NULL;0;0;0;1;NULL;1;67000;1;NULL;1;1;1;0;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;01/03/2022 11:06;67ebd65972b5f97285dddf1c5756b73f
47;Troquet des Kneckes;112 Grand Rue;48,581485;7,7440312;33388225745;contact@troquet-kneckes.fr;http://www.troquet-kneckes.alsace/;https://www.facebook.com/Troquetkneckes/;troquet-des-kneckes;11:00/01:30;11:00/01:30;11:00/01:30;11:00/01:30;11:00/01:30;11:00/01:30;11:00/01:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;02/09/2018 22:06;13/01/2022 15:34;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;1;67000;1;NULL;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:34;eca615a02c4ab44f4ddff9e621246080
48;Pub O'Brady's;4 Place de Bordeaux;48,5931697;7,7575558;33388255991;pubobradys@orange.fr;http://www.obradys.com/;https://www.facebook.com/PubOBradysStrasbourg/?fref=ts;pub-obradys;11:00/01:30;11:00/01:30;11:00/01:30;11:00/01:30;11:00/01:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;02/09/2018 22:06;13/01/2022 15:34;NULL;NULL;1;0;0;0;0;1;NULL;1;NULL;1;NULL;1;NULL;1;0;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:34;91fc2ed5497cc07d7952568880b3f086
49;Korrigan;20 Rue du Vieux Marché aux Grains;48,5820445;7,7476082;33388750395;NULL;NULL;https://www.facebook.com/lekorrigan.strasbourg;korrigan;NULL;22:00/04:00;22:00/04:00;22:00/04:00;22:00/04:00;22:00/04:00;NULL;NULL;NULL;22:00/01:00;22:00/01:00;22:00/01:00;22:00/01:00;22:00/01:00;NULL;NULL;1;0;02/09/2018 22:06;01/03/2022 13:14;0;1;0;0;0;0;0;0;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;01/03/2022 13:14;476dfc2f8f916b2d43f5622192ef333d
50;Le Local;3 Rue de l'Abreuvoir;48,578801;7,7598315;33986060398;prog@lelocalbar.fr;http://lelocalbar.fr/;https://www.facebook.com/lelocalbar/;le-local;17:00/01:30;17:00/01:30;17:00/01:30;17:00/04:00;17:00/04:00;17:00/04:00;NULL;NULL;17:00/19:30;17:00/19:30;17:00/19:30;17:00/19:30;17:00/19:00;17:00/19:00;NULL;NULL;1;0;02/09/2018 22:06;01/03/2022 10:46;NULL;1;0;0;0;0;0;0;0;1;67000;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;01/03/2022 10:46;974ca4dc2e1dcf246e0e38e0572ff90d
51;Le Bartholdi;31 Rue du Vieux Marché aux Vins;48,5842874;7,7429735;33388321569;NULL;NULL;https://www.facebook.com/Le-Bartholdi-Pub-164581323552476/;le-bartholdi;10:00/01:00;10:00/01:00;10:00/01:00;10:00/01:00;10:00/01:00;10:00/01:00;10:00/01:00;NULL;17:00/20:00;17:00/20:00;17:00/20:00;20:00/23:00;17:00/20:00;17:00/20:00;17:00/20:00;NULL;1;0;02/09/2018 22:06;01/03/2022 09:22;1;1;1;0;0;0;0;1;1;1;67000;1;NULL;1;NULL;0;0;NULL;NULL;NULL;190;30;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;01/03/2022 09:22;4da7dd74d2883e03b7fc84e3f18a3e2d
52;Big Apple;1 Rue du Bain Finkwiller;48,5789321;7,742527;33388224596;NULL;http://www.bigapplebar.eu/;https://www.facebook.com/bigapplebarstrasbourg/;big-apple;NULL;17:00/01:00;17:00/01:00;17:00/01:00;17:00/04:00;17:00/04:00;NULL;NULL;NULL;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;NULL;NULL;1;1;02/09/2018 22:06;13/01/2022 15:34;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:34;f787333e9c6507d1f355cf4ef57dfe45
53;Café du 7ème Art;18 Rue du 22 Novembre;48,5827479;7,7425404;33388222713;NULL;NULL;https://www.facebook.com/Cafe7emeart;cafe-du-7eme-art;09:00/00:30;09:00/00:30;09:00/00:30;09:00/00:30;09:00/01:30;09:00/01:30;NULL;NULL;16:00/20:00;16:00/20:00;16:00/20:00;16:00/20:00;16:00/20:00;16:00/20:00;NULL;NULL;1;0;02/09/2018 22:06;01/03/2022 10:15;1;1;1;0;0;0;1;1;1;1;67000;1;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;01/03/2022 09:42;1152c22c2afbefb0d0ce10d3d59300ae
54;Abattoir café;1 Quai Charles Altorffer;48,581658;7,737788;33388322812;abattoircafe@gmail.com;NULL;https://www.facebook.com/Abattoircafe/;abattoir-cafe;11:00/01:30;11:00/01:30;11:00/01:30;11:00/01:30;11:00/04:00;11:00/04:00;11:00/01:30;NULL;16:30/18:30;16:30/18:30;16:30/18:30;16:30/18:30;16:30/18:30;16:30/18:30;16:30/18:30;NULL;1;0;02/09/2018 22:06;13/01/2022 15:34;NULL;NULL;0;0;0;0;0;1;NULL;1;67000;1;NULL;NULL;NULL;NULL;NULL;https://instagram.com/abattoir_cafe?utm_medium=copy_link;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:34;1bee9fff03c9e15b764a6a9ad18a12c4
55;The Irish Pub;13 Rue Vauban;48,5809398;7,7720288;33981739931;irishpubstrasbourg@gmail.com;NULL;https://www.facebook.com/The-Irish-Pub-132704210118537/?fref=ts;the-irish-pub;12:00/01:00;12:00/01:00;12:00/01:00;12:00/01:00;12:00/01:00;12:00/01:00;14:00/01:00;NULL;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;NULL;1;1;02/09/2018 22:06;13/01/2022 15:34;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:34;3af7cdc92382cb9be35281388c223e9b
56;Nelson;20 Rue des Couples;48,5788459;7,7536159;33388355152;NULL;http://www.pubnelson.fr/;https://www.facebook.com/pages/Pub-Nelson/166294363405470;nelson;20:00/04:00;20:00/04:00;20:00/04:00;20:00/04:00;20:00/04:00;20:00/04:00;20:00/04:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;02/09/2018 22:06;21/02/2022 08:56;NULL;NULL;0;1;0;NULL;0;1;NULL;1;67000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;14/02/2022 09:11;65ef40fe485d4bfdb343ae495ed5a9f7
57;Square Delicatessen;12 Rue du Vieux Marché aux Grains;48,5823431;7,7470597;33388321105;NULL;NULL;https://www.facebook.com/Square-Delicatessen-Pizza-and-Coffee-with-Art--755883641156776/;square-delicatessen;09:00/00:30;09:00/00:30;09:00/00:30;09:00/00:30;09:00/00:30;09:00/00:30;09:00/00:30;NULL;17:30/20:00;17:30/20:00;17:30/20:00;17:30/20:00;NULL;NULL;17:30/20:00;NULL;1;0;02/09/2018 22:06;01/03/2022 11:51;NULL;NULL;0;0;0;0;0;1;NULL;1;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;01/03/2022 11:51;7cb757b9ac181806c7b5208d35bc47bb
58;Chez Mon Ex;17 Boulevard de la Victoire;48,5836093;7,7614791;33388373174;restaurant@chez-mon-ex.fr;NULL;https://www.facebook.com/chezmonex/;chez-mon-ex;11:00/01:00;11:00/23:00;11:00/23:00;11:00/01:00;11:00/01:00;11:00/01:00;NULL;NULL;17:00/19:00;17:00/19:00;17:00/19:00;17:00/19:00;17:00/19:00;NULL;NULL;NULL;1;0;02/09/2018 22:06;01/03/2022 15:30;1;1;0;0;0;0;0;1;NULL;1;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;01/03/2022 15:30;b0955570a1afdb56eb84f9d4fa6b060a
59;Orient Express;22 Rue Gutenberg;48,581243;7,746695;33388140244;NULL;NULL;https://www.facebook.com/LOrient-Express-1562747280648141/;orient-express;11:00/01:00;11:00/01:00;11:00/01:00;11:00/01:00;11:00/01:00;09:00/01:00;09:00/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;02/09/2018 22:06;13/01/2022 15:34;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;1;67000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:34;bf284af30b3a486b13b2b9021476907a
60;Café Bâle;24 Rue d'Austerlitz;48,578135;7,7527253;33388255382;contact@cafebale.com;http://cafebale.com/;https://www.facebook.com/pages/Café-Bâle/260166290997719?fref=ts;cafe-bale;07:30/00:30;07:30/00:30;07:30/00:30;07:30/01:30;07:30/01:30;07:30/01:30;07:30/00:30;NULL;17:00/19:00;17:00/19:00;17:00/19:00;17:00/19:00;17:00/19:00;17:00/19:00;17:00/19:00;NULL;1;0;02/09/2018 22:06;22/02/2022 09:43;1;1;0;0;0;0;0;1;1;1;67000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;22/02/2022 09:29;6f87e010a557e7819326ca25be5924f4
61;Le Rive Gauche;1 Rue du Maire Kuss;48,583499;7,7382151;33388751344;marmaria@wanadoo.fr;NULL;https://www.facebook.com/Brasserie-Rive-Gauche-484076171608471/?fref=ts;le-rive-gauche;07:00/23:00;07:00/23:00;07:00/23:00;07:00/23:00;07:00/23:00;07:00/23:00;08:00/23:00;NULL;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;NULL;1;0;02/09/2018 22:06;01/03/2022 11:48;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;01/03/2022 11:48;8080f2616987b81cd7524d3a1acfded6
62;Café Bretelles;57 Rue de Zurich;48,579218;7,758785;33388232096;NULL;NULL;https://www.facebook.com/coffeeshopCafeBretelles;cafe-bretelles;08:00/19:00;08:00/19:00;08:00/19:00;08:00/19:00;08:00/19:00;09:00/19:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;02/09/2018 22:06;01/03/2022 14:56;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;01/03/2022 14:56;0b2ebc290ba5e776f400ea7a1b57e9d7
63;Café Odyssée;3 Rue des Francs Bourgeois;48,5826014;7,7458947;33388162203;NULL;NULL;https://www.facebook.com/cafe.bar.odyssee/?fref=ts;cafe-odyssee;08:30/22:00;08:30/22:00;08:30/22:00;08:30/22:00;08:30/22:00;08:30/22:00;14:00/21:00;NULL;17:30/20:30;17:30/20:30;17:30/20:30;17:30/20:30;17:30/20:30;NULL;NULL;NULL;1;0;02/09/2018 22:06;01/03/2022 13:10;1;NULL;0;0;0;0;0;1;1;1;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;01/03/2022 13:10;99f08ec15649b9a17550e7a1292f98ab
64;Oh My Goodness;13 Rue de la 1ère Armée;48,5782052;7,7503324;33950520861;hello@ohmygoodnesscafe.fr;NULL;https://www.facebook.com/ohmygoodnesscafe;oh-my-goodness;13:00/18:00;09:00/19:00;09:00/19:00;09:00/19:00;09:00/22:00;10:00/18:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;02/09/2018 22:06;13/01/2022 15:34;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:34;c4e7c1f9fd5f5a8bc2c81a10014e4145
65;Taverne des Serruriers;25 Rue des Serruriers;48,58067577;7,74696709;33388320260;NULL;https://www.tavernedesserruriers.fr/;https://www.facebook.com/taverne.desserruriers;taverne-des-serruriers;11:00/01:30;11:00/01:30;11:00/01:30;11:00/01:30;11:00/04:00;11:00/04:00;15:00/21:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;02/09/2018 22:06;13/01/2022 15:34;1;0;0;0;0;0;0;1;0;1;NULL;1;Offres valables tous les jours, toute la journée et toute la soirée !;1;1;0;0;https://www.instagram.com/taverne_des_serruriers/;"La Taverne des Serruriers a été totalement rénovée en 2018 et vous accueille maintenant dans une atmosphère alliant typicité et modernité ! 
La clientèle se rajeunît doucement avec le temps grâce à cette nouvelle ambiance et à une équipe jeune et motivée menée par Théo.
On aime beaucoup y manger à midi et y siroter de bons cocktails. 
Le décor vaut le détour !";Happy Hour tout le temps;NULL;NULL;1;1;1;11:00/01:30;11:00/01:30;11:00/01:30;11:00/01:30;11:00/04:00;11:00/04:00;15:00/21:00;13/01/2022 15:34;7b3fe97f6669f2aad231028bab614eb4
66;Café Broglie;1 Rue du Dôme;48,5841524;7,7495005;33388320808;NULL;NULL;https://www.facebook.com/pages/Cafe-Broglie/299409826744185;cafe-broglie;07:00/21:00;07:00/21:00;07:00/21:00;07:00/21:00;07:00/21:00;07:00/21:00;07:00/21:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;02/09/2018 22:06;01/03/2022 15:03;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;01/03/2022 15:03;bce63389fa7970950d5f3c0a9763bc52
67;Le Gayot;18 Rue des Frères;48,5829344;7,7532476;33388363188;NULL;NULL;https://www.facebook.com/pages/Le-Gayot/154302291267918?fref=ts;le-gayot;11:00/00:45;11:00/00:45;11:00/00:45;11:00/00:45;11:00/02:00;11:00/02:00;12:00/20:00;NULL;18:00/21:00;18:00/21:00;18:00/21:00;18:00/21:00;18:00/21:00;18:00/21:00;18:00/21:00;NULL;1;0;02/09/2018 22:06;01/03/2022 10:41;NULL;NULL;NULL;0;NULL;0;0;1;NULL;1;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;01/03/2022 10:41;ee56f608080e24d6345a2d051146bde0
68;Le XX;3 Rue des Planches;48,5813244;7,7612431;33681546499;NULL;NULL;https://www.facebook.com/LeXXStrasbourg/;le-xx;18:00/23:00;18:00/00:00;18:00/00:00;18:00/01:00;18:00/01:00;18:00/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;02/09/2018 22:06;13/01/2022 15:34;NULL;1;0;0;0;0;0;1;1;1;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 15:34;bd7db44bc9e985ea185fe3351fa47946
69;Le QG;12 Rue des Frères;48,5828812;7,7530561;33658944080;NULL;NULL;https://www.facebook.com/pages/Le-QG/202663109751922?fref=tsv;le-qg;11:00/04:00;11:00/04:00;11:00/04:00;11:00/04:00;11:00/04:00;11:00/04:00;11:00/04:00;NULL;16:00/21:00;16:00/21:00;16:00/21:00;16:00/21:00;16:00/21:00;16:00/21:00;16:00/21:00;NULL;1;0;02/09/2018 22:06;01/03/2022 10:30;0;1;1;0;0;0;0;1;0;1;67000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;01/03/2022 10:30;4d45cc545e8fe1bf99051d7465a508be
70;Café Berlin;1 Place d'Austerlitz;48,578275;7,753708;33369787131;NULL;NULL;https://www.facebook.com/cafeberlin6/;cafe-berlin;08:00/01:30;08:00/01:30;08:00/01:30;08:00/01:30;08:00/01:30;08:00/01:30;08:00/01:30;NULL;18:00/20:00;18:00/20:00;18:00/20:00;18:00/20:00;18:00/20:00;18:00/20:00;18:00/20:00;NULL;1;0;02/09/2018 22:06;01/03/2022 11:54;1;1;1;0;0;0;0;1;1;1;NULL;1;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;01/03/2022 11:54;e38b9573cc5e752e0708ef4c2e8572dc
71;Coffee Stub;12 Quai des Pêcheurs;48,5832783;7,758139;33388160862;NULL;NULL;https://www.facebook.com/Coffee-Stub-929794583698734/timeline;coffee-stub;NULL;NULL;08:00/18:30;08:00/22:00;08:00/18:30;08:00/18:30;11:00/18:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;02/09/2018 22:06;01/03/2022 15:45;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;01/03/2022 15:45;36d9d6a3d7bc3ea808dd20a169410281
